1642729	128	Cm	Minimal
50823	125	Bm	Minimal
297269	143	Fm	Psy-Trance
297266	145	Fm	Psy-Trance
331595	120	C	Techno
1759353	138	F#m	Psy-Trance
5186642	125	Cm	Chill Out
5054157	134	F	Trance
1152124	128	Gm	House
298430	112	Fm	Breaks
5404068	120	Bbm	Deep House
4974176	156	Fm	Hard Dance
868240	115	Bm	Deep House
190288	125	Bbm	House
6327674	115	Bbm	Hip-Hop
4214391	82	Bm	Electronica
4272275	126	Am	Minimal
2068812	135	Fm	Psy-Trance
4906900	142	Fm	Hard Dance
297657	120	F	Techno
289631	144	G	Hard Dance
503690	128	Dm	Techno
299657	128	Cm	Progressive House
299355	143	G	Trance
5492171	70	Fm	Dubstep
967034	176	Cm	Drum & Bass
4870279	97	Eb	Hip-Hop
2022073	140	C#m	Dubstep
6275472	175	Fm	Drum & Bass
257025	128	Em	Breaks
239972	128	Bb	Hard Dance
5272649	124	Bm	Deep House
298006	125	Cm	Deep House
3916942	89	Cm	Hip-Hop
3476908	128	Bm	Breaks
435271	135	Bm	Trance
6294281	95	F#m	Hip-Hop
6011574	125	Gm	Deep House
1177887	145	Bbm	Hard Dance
299025	126	Am	Tech House
221206	120	G	Minimal
297666	128	Am	Minimal
7217	128	Fm	Progressive House
857189	130	D	House
19613	127	Dm	Progressive House
2741616	125	Gm	Deep House
299503	180	C	Drum & Bass
4376323	145	F	Psy-Trance
3205441	70	Gm	Dubstep
1367983	146	Em	Psy-Trance
3574764	127	G#m	House
68370	126	Dm	Electro House
33961	133	Gm	Techno
793946	127	Eb	Electro House
63014	128	Ab	Progressive House
297580	130	Dm	Electro House
1974069	128	E	Electronica
3705941	92	C	Hip-Hop
299159	127	Am	Progressive House
3905287	125	Cm	Deep House
6131590	140	Fm	Dubstep
3298819	120	C#m	Deep House
6247002	123	G#m	Progressive House
753241	125	Dm	Tech House
4418313	140	Ab	House
460731	91	E	Hip-Hop
4315887	70	Eb	Chill Out
217855	140	Dm	Electronica
299782	135	C#m	Trance
297012	124	Bbm	Chill Out
2046030	95	D	Electronica
316031	140	C#m	House
299059	125	Gm	Tech House
298111	142	Bm	Hard Dance
255261	134	Em	Breaks
299466	135	F	Electronica
298332	125	Dm	House
290580	128	Bbm	Electro House
723438	131	Ebm	Breaks
206180	79	Gm	Electronica
2997186	75	Bm	Hip-Hop
508703	130	E	Deep House
299160	127	Am	Progressive House
3912606	131	B	Trance
4726263	135	Em	Hip-Hop
6313807	124	Gm	Hip-Hop
4408526	142	Cm	Hard Dance
297895	125	Cm	House
805746	128	Gm	Electro House
297161	130	Gm	Trance
1958231	125	C#m	Breaks
299812	140	E	Hard Dance
299468	105	A	Electronica
542876	173	Em	Drum & Bass
6160319	125	Bb	Deep House
760778	140	Db	Techno
4318934	128	B	Electronica
299832	121	Db	Progressive House
1980637	144	Dm	Psy-Trance
675299	130	E	Minimal
297013	132	Gm	Chill Out
4184078	158	Dm	Hard Dance
5066211	140	Cm	Dubstep
299513	107	Db	Electronica
598701	140	Bm	Trance
297129	92	D	Chill Out
3801681	128	C#m	Breaks
628368	133	D	Progressive House
3027735	138	Fm	Psy-Trance
76914	110	Gm	Breaks
40030	127	Em	Tech House
298216	96	F	Chill Out
3093686	85	C	Trance
4975002	76	Db	Hip-Hop
5795173	128	Fm	Minimal
5211090	87	Fm	Drum & Bass
297698	128	Fm	Progressive House
299808	130	Eb	Electro House
3014691	142	B	Electro House
5611816	140	Eb	Chill Out
1298600	95	Ebm	Electronica
159301	135	Bm	Psy-Trance
297721	126	Gm	Electro House
6563157	90	Bm	Hip-Hop
1454669	136	Bbm	Trance
299625	125	C	Tech House
6574410	96	A	Hip-Hop
297818	125	Ab	House
150864	135	Fm	Psy-Trance
19936	138	Am	Trance
457131	130	Em	Electro House
299810	130	Cm	Tech House
5403134	130	Fm	Progressive House
4970565	128	B	Progressive House
5404020	108	Fm	Breaks
3235703	128	Em	Breaks
1338256	95	D	Hip-Hop
1622037	147	A	Hard Dance
5133242	128	Gm	Electro House
5344837	60	C#m	Hip-Hop
558054	124	F#m	Techno
1056047	117	F#m	Tech House
299767	125	Cm	Tech House
1267809	86	A	Electronica
5467340	126	Ebm	House
1416128	70	F#	Dubstep
3327760	70	Cm	Dubstep
298134	150	A	Hard Dance
696806	116	C#m	Hip-Hop
4992440	128	Db	Electro House
712848	126	Gm	Progressive House
69040	116	C#m	Electro House
6476511	78	Fm	Hip-Hop
1795965	128	C	Electro House
1446413	128	Ebm	Deep House
297253	128	A	Electro House
3408131	130	Bbm	Minimal
4820720	62	Cm	Hip-Hop
299772	126	Cm	Deep House
697443	126	Eb	Progressive House
4104550	130	Em	Breaks
1402876	92	Bbm	Hip-Hop
4251163	128	Dm	Minimal
239698	140	Bm	Hard Dance
1926319	72	C#m	Hip-Hop
299977	121	F#m	Electronica
299807	130	Eb	Electro House
6320574	145	Fm	Psy-Trance
3257500	70	Em	Dubstep
5245862	130	Ebm	Electronica
1362355	89	C#m	Hip-Hop
5948622	138	Dm	Psy-Trance
712853	117	Am	Breaks
1397802	62	C	Hip-Hop
3581368	122	Fm	Minimal
6308736	120	C#m	Deep House
4811158	125	F#	Techno
3296534	138	Cm	Trance
5545112	77	C	Chill Out
4081121	128	Bb	Progressive House
297660	127	Cm	Deep House
4089252	140	C#m	Psy-Trance
3400910	125	Cm	Tech House
3230155	92	Bm	Hip-Hop
3836467	126	Ab	Minimal
1164433	86	C#m	Dubstep
3526880	180	C#m	Drum & Bass
297071	128	Ab	Tech House
522851	128	G#m	Minimal
299482	120	A	Chill Out
1599632	134	C#m	Trance
486395	142	F#	Trance
451169	85	C#m	Hip-Hop
297010	78	Cm	Chill Out
6230588	175	Cm	Drum & Bass
6439567	135	Dm	Breaks
823951	128	G	Dubstep
3390945	136	Ebm	Trance
298846	129	Fm	Progressive House
40875	132	G#m	Tech House
6469727	135	Em	Breaks
3311376	90	G	Hip-Hop
3020003	134	G#m	Trance
5135485	128	F#m	Progressive House
870280	128	Em	Breaks
298110	143	C#m	Hard Dance
299507	176	Fm	Drum & Bass
489351	78	Bb	Hip-Hop
673637	72	Bbm	Hip-Hop
1398692	130	Cm	Breaks
2003951	126	Em	Progressive House
287952	140	Am	Breaks
1096228	122	Dm	Tech House
255895	130	Ebm	Electro House
4944953	175	Gm	Drum & Bass
291094	127	D	Tech House
168450	144	F#m	Psy-Trance
385707	128	Dm	House
3737315	100	F	Drum & Bass
6042784	140	Fm	Psy-Trance
167955	100	E	Chill Out
299040	127	Am	Techno
1439221	125	C#m	Tech House
6290068	138	F#m	Breaks
5886473	120	Bb	Deep House
1581325	145	Ab	Hard Dance
4704294	126	Fm	Tech House
4771754	130	F#m	Techno
297506	127	Bm	Tech House
431805	144	Fm	Hard Dance
491529	100	Am	Hip-Hop
2047805	175	B	Drum & Bass
923491	123	Em	Tech House
1879911	128	G#m	Techno
1194512	145	Am	Psy-Trance
6220367	126	D	Tech House
84098	118	Cm	Deep House
686686	144	Dm	Psy-Trance
4590691	134	Db	Hip-Hop
1060028	126	Bm	Progressive House
4848629	126	Em	Electronica
5351971	128	Gm	Minimal
298764	121	Am	Tech House
6537998	123	E	Deep House
297057	135	C#m	Techno
5048299	100	Em	Breaks
5769455	94	Ab	Chill Out
299488	105	Em	Chill Out
2425817	125	F#m	Minimal
1350891	67	Bbm	Hip-Hop
760891	114	Eb	Deep House
224256	145	Ab	Psy-Trance
5497219	124	Ebm	Deep House
707851	132	F#m	Breaks
297030	140	Bm	Techno
5866030	123	C#m	Electronica
4052411	142	Dm	Psy-Trance
1693189	147	Am	Psy-Trance
3098555	145	Gm	Psy-Trance
685481	140	Am	Dubstep
920509	117	Ab	Electronica
251655	171	Gm	Drum & Bass
299114	129	Ab	Electro House
3095574	128	Dm	Breaks
4106262	175	C#m	Drum & Bass
333831	135	F#m	Breaks
297261	132	Dm	Progressive House
61846	128	Ebm	Progressive House
1059355	75	Db	Chill Out
299298	68	Dm	Chill Out
5031142	130	Db	Electro House
5672671	136	Bm	Psy-Trance
299665	138	Ab	Trance
4753283	120	Cm	Electro House
3733853	128	C	Electro House
906851	128	Dm	Progressive House
4020452	144	F	Dubstep
298532	94	Cm	Breaks
4767556	126	Am	Tech House
4364291	146	Em	Dubstep
298172	140	Dm	Breaks
471711	145	Gm	Psy-Trance
299968	160	Bm	Techno
181659	133	F#	Techno
521598	128	C#m	Electro House
6346876	85	G#m	Dubstep
6220395	128	Bb	Electro House
682387	125	C#m	Minimal
611801	147	Am	Psy-Trance
135302	92	Cm	Hip-Hop
297757	124	G#m	Electro House
298984	140	Eb	Trance
450431	126	Em	Progressive House
889391	123	Gm	Tech House
1054705	142	Em	Psy-Trance
299754	126	Gm	Tech House
297513	104	C	House
297474	100	B	Electronica
299932	127	F	Electro House
392321	150	F#m	Trance
3831323	53	Ab	Chill Out
691545	126	C#m	Minimal
4568358	128	Bb	Electro House
3161699	137	Dm	Electronica
298080	124	Eb	Tech House
628617	124	C#m	Deep House
17025	130	Ebm	Electronica
6394765	89	Am	Hip-Hop
297413	125	Eb	Chill Out
3014758	140	F#	Hard Dance
297355	128	Bm	Progressive House
4572120	160	B	Psy-Trance
616128	126	Dm	Tech House
3044568	175	Gm	Drum & Bass
5415462	126	Fm	Minimal
5654170	136	F#m	Breaks
224078	127	Cm	House
298998	127	Ebm	Progressive House
5980991	124	Dm	House
5152629	111	Em	Deep House
58226	90	Db	Chill Out
4222236	74	C	Electronica
299786	140	Fm	Trance
299667	139	A	Trance
909102	120	Bbm	Tech House
1981132	128	D	Trance
5296203	100	G#m	Chill Out
5207006	128	Am	Electro House
299834	128	Db	Progressive House
542315	125	Bm	Tech House
4664095	95	F#	Chill Out
25703	130	C#m	Progressive House
3318291	95	Ab	Electronica
103857	136	E	Breaks
299453	130	Fm	House
5458695	120	Fm	Deep House
297025	135	Dm	Techno
4741346	140	C#m	Dubstep
1115626	125	G	Progressive House
495613	128	Dm	Progressive House
298399	150	Fm	Drum & Bass
871246	128	Am	Electro House
298992	111	G	Electronica
90839	144	Dm	Trance
3833751	140	Bbm	Trance
190162	124	D	Deep House
3213612	174	Cm	Drum & Bass
297379	128	Bbm	Electro House
292281	90	C#m	Hip-Hop
2028917	115	C	Hard Dance
298398	85	F#	Chill Out
3662506	127	Eb	Tech House
245736	169	D	Drum & Bass
4377128	122	G#m	Deep House
4885376	128	C#m	House
5441797	85	Fm	Hip-Hop
645959	130	Dm	Electro House
299943	150	Ebm	Techno
307186	128	Em	Breaks
19805	136	Am	Trance
23309	140	Bm	Trance
3831852	140	F	Dubstep
3299235	125	Cm	Chill Out
297658	126	F	Techno
431138	125	Am	Electro House
299995	126	A	Minimal
1989603	128	Bbm	Electro House
1156133	120	Em	Electronica
297415	117	C	Chill Out
299470	136	G	Electronica
5324261	150	Gm	Hard Dance
1334754	74	Bbm	Hip-Hop
5411517	142	Em	Hard Dance
297334	140	F#	Electronica
110504	129	Ebm	Minimal
4115098	77	Em	Hip-Hop
4217672	127	F#m	Breaks
196477	124	C#m	Techno
298860	179	Gm	Drum & Bass
225388	93	G	Electronica
269382	133	F#m	Progressive House
3783446	130	Db	Deep House
292730	125	Bm	Breaks
4188354	85	Cm	Hip-Hop
1691194	128	Ab	Tech House
5380961	127	Cm	House
5736132	137	E	Psy-Trance
297627	66	Fm	Chill Out
298429	111	Fm	Breaks
297748	126	A	Electro House
1857841	145	F#	Psy-Trance
6317186	125	C#m	Electronica
940966	173	C#m	Drum & Bass
297346	136	G	Hard Dance
3489634	174	Bbm	Drum & Bass
5697805	136	A	Electronica
4299047	125	Eb	Deep House
2678362	129	Bb	Electronica
585098	128	Bm	Minimal
299462	91	Em	Electronica
780216	128	Bbm	Electro House
1743700	145	F#m	Hard Dance
131427	120	Am	House
3292669	122	Bb	Deep House
1478848	70	Cm	Chill Out
3360996	125	Gm	House
563669	130	Em	Progressive House
1507482	75	G#m	Hip-Hop
1493674	128	Bm	Electronica
3359168	147	Gm	Hard Dance
4272853	126	Cm	Electro House
299945	150	Bm	Techno
441969	132	Em	Breaks
4793409	128	F#m	Progressive House
11077	100	Gm	Chill Out
3923369	116	Eb	Minimal
1612997	128	Em	Tech House
6275984	123	Em	Deep House
299769	125	Fm	House
299847	128	Dm	House
4887778	122	Gm	Deep House
1290631	91	Em	Electronica
297131	75	B	Chill Out
1497713	142	D	Hard Dance
99806	129	G#m	Progressive House
2422478	176	Ab	Drum & Bass
299933	128	Cm	Electro House
297067	141	Em	Tech House
953140	128	Em	Electro House
297768	128	Fm	Progressive House
6289424	123	Bm	Tech House
297191	114	Ebm	Chill Out
1196189	149	Gm	Hard Dance
3074103	94	G	Chill Out
2022519	145	F#m	Psy-Trance
5124850	128	G#m	Electro House
299668	125	Am	Trance
5263861	70	C#m	Dubstep
3870922	127	Em	Electronica
2707024	175	Ebm	Drum & Bass
297125	106	Gm	Chill Out
298940	122	G#m	House
4398291	138	Am	Psy-Trance
4323121	124	Bbm	Progressive House
1716212	134	Bm	Hard Dance
6105589	130	Db	Breaks
299547	130	F#m	House
4310604	148	Am	Hard Dance
6282277	120	Fm	House
299306	127	F	House
1277819	148	Dm	Psy-Trance
297696	130	Am	Electronica
297579	131	Am	Electro House
5234073	124	C#m	Minimal
432966	127	Dm	Electro House
298915	142	D	Trance
4421420	124	C	Progressive House
5612854	118	C#m	Deep House
4998705	142	Bm	Hard Dance
3467040	90	C#m	Hip-Hop
297542	126	Fm	Techno
1453434	70	E	Dubstep
1019315	125	Dm	Progressive House
6282761	138	F#	Progressive House
298011	140	Ab	Hard Dance
299452	130	Fm	House
4943671	128	Ab	Electro House
388664	140	Am	Hard Dance
58581	132	Db	Breaks
299071	124	A	Tech House
4596386	175	C#m	Drum & Bass
299064	126	Em	Techno
4772886	150	Cm	Hard Dance
297804	90	Em	Chill Out
3547619	126	Bbm	Tech House
5061	132	Ebm	Trance
218890	98	D	Hip-Hop
51936	125	Cm	Techno
6086331	60	Ab	Chill Out
4151001	140	Em	Dubstep
40643	128	Am	Tech House
601207	93	D	Hip-Hop
1758691	142	D	Psy-Trance
297409	88	Gm	Chill Out
3731508	175	Cm	Drum & Bass
367369	129	G	House
60661	90	Db	Chill Out
734930	119	Am	Deep House
297193	64	Am	Chill Out
5279212	124	F#m	Tech House
3516171	136	Bbm	House
561086	174	B	Drum & Bass
4202945	138	Fm	Psy-Trance
4164104	79	Eb	Hip-Hop
297218	130	F#m	Trance
297889	132	F	Breaks
681908	138	C#m	Techno
1895483	90	Ebm	Electronica
657010	130	Dm	Electro House
298944	95	Ab	Chill Out
5580807	175	Gm	Drum & Bass
4660390	128	F#	Progressive House
371036	79	G#m	Hip-Hop
605407	128	D	Electro House
4873800	140	G#m	Dubstep
5618695	130	Cm	Breaks
5687266	140	C#m	Dubstep
95799	129	C#m	House
37779	138	Bb	Trance
3198358	138	Gm	Psy-Trance
350773	130	F	Electro House
4297505	135	Fm	Breaks
4464873	123	Db	Minimal
297652	126	Em	Tech House
297608	129	A	House
297002	142	Fm	Psy-Trance
650371	125	Am	Breaks
1261783	135	Db	Hard Dance
299456	130	Cm	House
1460099	140	Ebm	Techno
5888808	172	Bbm	Drum & Bass
861422	125	Cm	Breaks
3766235	70	Cm	Dubstep
574098	132	Bbm	Breaks
297188	56	Bm	Chill Out
2426699	125	Cm	Deep House
297349	140	Em	Hard Dance
4416284	175	Ab	Drum & Bass
1905079	128	Ebm	House
139755	69	G	Chill Out
4262086	67	Em	Dubstep
299511	70	D	Electronica
297756	126	Ab	Electro House
6062914	102	C#m	Hip-Hop
1569491	77	Fm	Electronica
4164425	59	F#m	Hip-Hop
4123856	172	Fm	Drum & Bass
297422	88	F	Chill Out
188000	144	Em	Psy-Trance
6243629	138	Fm	Psy-Trance
575766	138	Am	Psy-Trance
299976	131	Am	Electronica
3010576	70	Fm	Hip-Hop
3897406	130	Cm	Breaks
299817	128	Fm	Minimal
3166014	140	A	Dubstep
1270235	135	G#m	Breaks
528454	123	E	Deep House
3639596	125	Db	Trance
4857871	127	Bb	House
944826	127	Db	Tech House
5956160	175	Cm	Drum & Bass
298866	127	F	Tech House
297767	127	Fm	Progressive House
11194	140	Dm	Techno
687183	125	Cm	Minimal
206648	124	A	House
3935158	132	F#	Trance
299681	135	Cm	Trance
297281	126	F#m	Minimal
298104	127	Cm	Electro House
1352419	127	Ebm	Progressive House
297615	129	Am	Electro House
299310	142	Cm	Trance
6227783	130	Ab	Progressive House
5456553	140	Cm	Breaks
5478004	128	Bbm	House
611928	126	Em	Electro House
297692	127	C#m	Tech House
297204	145	Am	Trance
5428785	160	Cm	Drum & Bass
297853	120	C#m	Techno
3798377	136	F#m	Psy-Trance
299474	130	G	Electronica
2017315	101	D	Electronica
1342043	150	E	Hard Dance
298914	142	D	Trance
5996975	128	Gm	Electro House
1163534	129	Dm	Dubstep
1320423	140	Em	Dubstep
299809	129	Cm	Progressive House
5594806	150	Bb	Hard Dance
58167	130	Ebm	Progressive House
299471	160	F	Electronica
4756702	105	Em	Hip-Hop
4354199	130	Am	Breaks
298880	136	Ebm	Techno
6147973	128	Bb	House
1595063	140	C	Hard Dance
1164250	125	Bm	Tech House
330141	130	G#m	Breaks
299455	130	Cm	House
2702217	169	Ab	Drum & Bass
2763714	133	Am	Dubstep
6039665	125	F#	Deep House
6199830	128	Ebm	Techno
6283681	128	C#m	Minimal
3252056	127	Fm	Dubstep
298129	142	C#m	Hard Dance
836000	142	Db	Hard Dance
119467	92	Ebm	Hip-Hop
3378284	70	Gm	Dubstep
1093726	140	C#m	Hard Dance
5059176	177	C#m	Drum & Bass
297654	130	Em	Techno
5653983	122	D	Deep House
3966027	70	F#m	Dubstep
487971	90	C	Hip-Hop
3937649	174	Bbm	Drum & Bass
356905	128	Gm	Techno
1673356	132	D	Trance
402978	174	Em	Drum & Bass
1034722	170	Cm	Drum & Bass
1681314	124	Fm	Deep House
5986917	66	Ab	Chill Out
580557	133	Eb	Techno
299157	127	Fm	Progressive House
4340765	132	Bb	House
299887	131	Fm	Breaks
5057312	128	G#m	Electro House
1746628	125	Db	Deep House
512956	141	Dm	Hard Dance
299401	128	B	House
297718	124	Cm	Tech House
4661608	137	F#m	Psy-Trance
5831818	116	Ab	Deep House
2423336	140	Fm	Dubstep
6535130	132	Em	Breaks
100066	115	Dm	Electronica
1896153	128	Cm	Minimal
4266877	145	C	Breaks
443912	70	G#m	Dubstep
742215	126	C	Minimal
4071302	138	Dm	Psy-Trance
49721	130	C	Tech House
1810291	145	Cm	Psy-Trance
297488	126	F	Deep House
298215	131	A	Chill Out
3486594	140	Ebm	Dubstep
4912830	130	Cm	Breaks
4528744	160	D	Dubstep
297336	130	F#	Electronica
5855468	123	Ebm	Tech House
5148970	0	Ab	Electronica
297996	140	F#m	Hard Dance
297705	130	Bbm	Progressive House
33846	128	Cm	Progressive House
6316062	140	Em	Psy-Trance
1077935	133	Ab	Breaks
4692133	126	Gm	House
299835	133	Db	Progressive House
1038248	148	Ebm	Hard Dance
3854133	72	Bm	Dubstep
297598	100	C#m	Deep House
299475	127	F	Electronica
6390202	100	G#m	Hip-Hop
297811	85	Em	Chill Out
155879	122	Dm	Electronica
299003	128	Am	Minimal
299729	138	Cm	Trance
3619815	128	Em	Progressive House
3728272	90	Cm	Chill Out
4660409	98	Fm	Hip-Hop
4351142	90	F	Breaks
2435069	140	Db	Electronica
297656	135	Em	Techno
718543	150	F#	Drum & Bass
722892	105	Cm	Electronica
1167965	128	Fm	Electro House
841676	128	Bb	Progressive House
780236	145	Cm	Psy-Trance
3868708	70	F#m	Dubstep
2446138	70	C#m	Dubstep
299041	126	Fm	Tech House
297113	126	F	Deep House
3356780	148	Em	Psy-Trance
5419394	128	Fm	Minimal
4838183	116	Fm	Deep House
3250046	140	F#	Dubstep
358893	128	Cm	Progressive House
2049030	121	Db	Techno
297287	111	Gm	Minimal
808982	120	G	Electronica
1598083	138	Db	Trance
335862	130	C	Progressive House
1276072	120	F#	Electronica
283467	127	Am	House
4090254	125	Dm	Psy-Trance
1662838	128	Bm	Electro House
6487073	124	F#m	Deep House
5338500	120	C#m	Electronica
4514491	125	Bb	House
4032964	148	Am	Hard Dance
898664	134	Bm	Breaks
6027087	125	F#	Trance
1758017	178	Gm	Hip-Hop
446875	127	Dm	House
125918	120	G	Electronica
384265	174	Em	Drum & Bass
695589	126	Dm	Trance
297620	80	Dm	Chill Out
298824	125	Fm	Tech House
299978	145	Fm	Techno
6150686	125	D	Dubstep
298795	128	F	Progressive House
180831	80	E	Electronica
1669212	65	Dm	Chill Out
1694550	132	Bbm	Trance
4292533	134	Fm	Breaks
5159908	130	C#m	Breaks
643172	144	Gm	Hard Dance
299679	128	F	Trance
5734184	82	Cm	Hip-Hop
787388	178	F#	Drum & Bass
297268	144	Gm	Psy-Trance
297535	124	Ebm	Techno
297600	130	Em	House
299509	77	D	Chill Out
297286	118	Gm	Minimal
299739	126	Fm	Electronica
4180893	134	Fm	Breaks
299063	129	A	Techno
1147737	172	Cm	Drum & Bass
297536	125	Cm	Techno
298431	93	Cm	Breaks
5881	149	A	Hard Dance
299031	123	G	Minimal
1243107	138	Bm	Hard Dance
298211	114	Bbm	Chill Out
4306620	140	Em	Electronica
1660225	128	Gm	Electro House
864300	87	Bm	Deep House
299489	113	D	Chill Out
299450	98	Bb	Electronica
638337	92	Dm	Hip-Hop
5157102	137	F#m	Trance
299491	77	D	Chill Out
5955816	130	Fm	Electro House
1926377	75	Bm	Hip-Hop
63618	128	Ab	Chill Out
3360682	128	F#	Minimal
4765342	100	A	Hip-Hop
4759312	128	Cm	Electro House
1647165	138	D	Hard Dance
10359	134	Dm	Trance
297717	123	Cm	Tech House
1545117	126	Dm	Minimal
6107169	130	Bm	Breaks
297521	125	Fm	House
32715	130	Bm	Trance
656533	127	Em	Electro House
14720	128	Dm	House
1051007	128	G#m	Trance
1298557	130	Db	Trance
3857465	128	Eb	Minimal
4334231	142	Bm	Hard Dance
297424	80	C	Chill Out
1441223	68	F#m	Hip-Hop
6379893	128	Bb	Techno
3303218	123	F#	Tech House
297264	132	Dm	Progressive House
6222804	136	Em	Psy-Trance
297616	128	Am	Electro House
4630401	169	B	Drum & Bass
1860990	128	G#m	Progressive House
299869	128	A	House
5123514	120	Bb	House
588879	150	Fm	Dubstep
298319	96	Bb	Chill Out
4824309	128	D	Progressive House
298530	123	Am	Breaks
1320553	142	Ebm	Hard Dance
3830951	128	Gm	Electro House
1274431	125	Em	Progressive House
1194397	125	Db	Tech House
3906152	160	Ab	Dubstep
298082	124	F	Tech House
299701	132	Bbm	Progressive House
897094	127	Ebm	Progressive House
1544667	128	Fm	Minimal
3671250	111	B	Deep House
5925664	124	Cm	Tech House
5299867	133	B	Electronica
298863	135	Ab	Techno
920615	145	Em	Psy-Trance
1312884	150	Am	Hard Dance
1848401	90	Cm	Breaks
4026906	140	E	Psy-Trance
5813087	135	Em	Psy-Trance
298763	120	Am	Tech House
5095717	118	F#	House
77806	126	Fm	Deep House
299792	136	Bbm	Trance
821091	126	Dm	Tech House
297967	128	Gm	Progressive House
299473	115	F	Electronica
4184925	70	Gm	Dubstep
297882	128	Ebm	Techno
292564	122	D	Hip-Hop
608703	128	Dm	Electro House
298474	115	Gm	House
5427061	174	A	Drum & Bass
3377570	138	Fm	Breaks
3647184	130	Dm	Electro House
4061369	125	Ebm	Techno
3771813	127	Ebm	Tech House
273553	131	Fm	House
3915618	137	Cm	Trance
297806	85	Bb	Chill Out
299311	143	Cm	Trance
4616741	122	Bb	Deep House
74680	130	Am	Progressive House
3272193	70	G	Dubstep
905046	134	Bm	Breaks
700076	128	Bbm	Electro House
299457	128	Fm	Electro House
1558123	125	A	Minimal
298327	115	Dm	Chill Out
297501	123	Fm	Tech House
4509681	130	F#	Trance
4946269	152	Fm	Hard Dance
298226	108	Fm	Chill Out
5215470	116	G#m	House
14344	135	Dm	Trance
1290726	79	B	Electronica
4381031	140	Db	Psy-Trance
297538	126	Cm	Techno
5144599	120	Eb	Breaks
5998113	128	F#m	Electro House
5138597	126	Gm	House
798594	132	Fm	Breaks
830719	126	F#m	Breaks
1627499	127	Ebm	Deep House
297695	127	C#m	Tech House
299836	127	Db	Progressive House
297335	130	F#	Electronica
4665597	150	Fm	Hard Dance
5120148	180	Cm	Drum & Bass
1190182	138	Bm	Trance
818686	70	F#m	Dubstep
5876668	128	Cm	Minimal
3831965	88	Bb	Hip-Hop
4132072	128	Ab	Progressive House
298938	122	Am	Tech House
26737	136	Cm	Techno
297347	136	G	Hard Dance
638879	124	Am	Deep House
299904	135	C	Deep House
4111004	138	Bm	Breaks
6420899	128	Em	Hard Dance
298987	140	Eb	Trance
603802	107	Am	Breaks
4134179	126	Bb	House
299669	135	Cm	Trance
298169	124	Fm	Chill Out
755905	127	Bm	Progressive House
1918338	137	E	Psy-Trance
987207	68	Db	Dubstep
298020	129	F	House
189424	78	D	Hip-Hop
4341902	126	F#m	Minimal
297410	80	G	Chill Out
3569019	132	E	Trance
6276803	142	Fm	Psy-Trance
299074	128	C#m	House
3622084	64	F#	Electronica
4510650	117	B	Dubstep
4920129	198	Fm	Hard Dance
1740984	123	Cm	Deep House
5187049	100	Bbm	House
5359592	128	Bb	Progressive House
3687603	75	Db	Deep House
997069	130	Cm	Breaks
297617	128	Am	Electro House
299486	80	E	Chill Out
315480	126	Bm	House
226990	130	D	House
299050	130	A	Techno
4523424	135	E	Trance
1426839	176	Bbm	Drum & Bass
18975	128	Cm	Progressive House
293203	104	D	Hip-Hop
297995	105	Bbm	Chill Out
1579295	87	Cm	Dubstep
298536	98	Bm	Chill Out
5315479	125	Em	Deep House
1072514	130	D	Progressive House
1428584	86	F	Hip-Hop
3999467	144	G	Breaks
297699	128	Fm	Progressive House
401815	122	C#m	Hip-Hop
4096403	136	E	Psy-Trance
754389	128	Dm	Progressive House
5498352	128	Fm	Minimal
5466977	137	Em	Psy-Trance
3137109	135	C#m	Trance
298986	130	Eb	Trance
29912	129	Ebm	Techno
616415	128	Eb	Trance
4631771	160	Bb	Drum & Bass
25702	130	C#m	Chill Out
3528734	184	Bm	Drum & Bass
298535	111	Fm	Breaks
1746583	140	C#m	Hard Dance
1781925	127	Bm	Deep House
3018901	145	Gm	Psy-Trance
299743	128	F#	Progressive House
297697	120	F#m	Electronica
1586496	130	G#m	Progressive House
3694824	140	Db	Dubstep
6462754	126	Gm	Techno
134948	142	Cm	Psy-Trance
3034770	133	C#m	Psy-Trance
4733800	125	Bbm	Tech House
5429242	128	C#m	Electro House
298805	124	Fm	House
297659	127	Fm	House
4792796	128	B	Electro House
6168356	128	Bm	Electro House
299464	157	B	Electronica
6435742	122	Dm	Deep House
3762907	170	G#m	Hard Dance
2019112	126	Ab	Progressive House
297849	125	Gm	Tech House
3817388	136	Em	Breaks
1336593	135	Bbm	Electro House
5742777	123	G#m	Tech House
